,CodigoConvocatoria,CodigoSicAgente,NombreAgenteComprador,FechaPublicacionAviso,PeriodoAContratar,FechaPliegosParaConsulta,FechaPliegosDefinitivos,FechaLimiteRecepcionOfertas,AudienciaPublica,FechaMaximaFormalizacionContratos,Estado,FechaSuspension,FechaReactivacion,FechaCancelacion,FechaCierreConvocatoria,union,tmp,Productos,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),periodo_inicio,periodo_fin,descripcion
10,CP-BIAC2022-002,BIAC,BIAE,01/11/2022,01/02/2023 al 31/12/2038,01/11/2022,10/11/2022,12/12/2022,23/12/2022,13/01/2023,Cerrada y adjudicada,,,,17/01/2023,CP-BIAC2022-002/BIAE/BIAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-BIAC2022-002-PROD03,23.2,0.0,0.0,01/02/2023,31/12/2038,"BIA ENERGY S.A.S. ESP., está interesada en recibir ofertas para la compra de energía eléctrica para el período comprendido entre el 01 de febrero del año 2023 al 31 de diciembre del año 2038, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
11,CP-EEPC2022-003,EEPC,EEP,26/10/2022,01/01/2023 al 31/12/2023,26/10/2022,08/11/2022,07/12/2022,21/12/2022,30/12/2022,Cerrada y adjudicada,,,,02/01/2023,CP-EEPC2022-003/EEP/EEPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EEPC2022-003-PROD01,30.86,2.38,314.63,01/01/2023,31/12/2023,"EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2023 al 31 de diciembre del año 2023, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
12,CP-EEPC2022-003,EEPC,EEP,26/10/2022,01/01/2023 al 31/12/2023,26/10/2022,08/11/2022,07/12/2022,21/12/2022,30/12/2022,Cerrada y adjudicada,,,,02/01/2023,CP-EEPC2022-003/EEP/EEPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EEPC2022-003-PROD02,8.76,2.38,311.49,01/01/2023,31/12/2023,"EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2023 al 31 de diciembre del año 2023, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
13,CP-ENBC2022-001,ENBC,ENERBIT,25/10/2022,01/02/2023 al 31/12/2027,25/10/2022,17/11/2022,16/12/2022,28/12/2022,19/01/2023,Cerrada y adjudicada,,,,23/01/2023,CP-ENBC2022-001/ENERBIT/ENBC/01%2F02%2F2023/31%2F12%2F2026,1,CP-ENBC2022-001-PROD01,83.5,35.0,310.0,01/02/2023,31/12/2027,"ENERBIT (empresa del grupo ARGOS) invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía con destino al Mercado Regulado, para el período 1 febrero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública."
14,CP-ENBC2022-001,ENBC,ENERBIT,25/10/2022,01/02/2023 al 31/12/2027,25/10/2022,17/11/2022,16/12/2022,28/12/2022,19/01/2023,Cerrada y adjudicada,,,,23/01/2023,CP-ENBC2022-001/ENERBIT/ENBC/01%2F02%2F2023/31%2F12%2F2026,1,CP-ENBC2022-001-PROD02,180.0,180.0,267.0,01/02/2023,31/12/2027,"ENERBIT (empresa del grupo ARGOS) invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía con destino al Mercado Regulado, para el período 1 febrero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública."
15,CP-ENBC2022-001,ENBC,ENERBIT,25/10/2022,01/02/2023 al 31/12/2027,25/10/2022,17/11/2022,16/12/2022,28/12/2022,19/01/2023,Cerrada y adjudicada,,,,23/01/2023,CP-ENBC2022-001/ENERBIT/ENBC/01%2F02%2F2023/31%2F12%2F2026,1,CP-ENBC2022-001-PROD03,263.0,0.0,0.0,01/02/2023,31/12/2027,"ENERBIT (empresa del grupo ARGOS) invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía con destino al Mercado Regulado, para el período 1 febrero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública."
16,CP-HLAC2022-002,HLAC,ELECTROHUILA,25/10/2022,01/01/2023 al 31/12/2037,25/10/2022,10/11/2022,12/12/2022,23/12/2022,12/01/2023,Cerrada y adjudicada,,,,26/01/2023,CP-HLAC2022-002/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2022-002-PROD01,339.68,0.0,0.0,01/01/2023,31/12/2037,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA SA ESP para el período comprendido entre 01 de enero de 2023 al 31 de diciembre de 2037
17,CP-HLAC2022-002,HLAC,ELECTROHUILA,25/10/2022,01/01/2023 al 31/12/2037,25/10/2022,10/11/2022,12/12/2022,23/12/2022,12/01/2023,Cerrada y adjudicada,,,,26/01/2023,CP-HLAC2022-002/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2022-002-PROD02,179.99,0.0,0.0,01/01/2023,31/12/2037,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA SA ESP para el período comprendido entre 01 de enero de 2023 al 31 de diciembre de 2037
18,CP-HLAC2022-002,HLAC,ELECTROHUILA,25/10/2022,01/01/2023 al 31/12/2037,25/10/2022,10/11/2022,12/12/2022,23/12/2022,12/01/2023,Cerrada y adjudicada,,,,26/01/2023,CP-HLAC2022-002/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2022-002-PROD03,579.94,577.94,239.68,01/01/2023,31/12/2037,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA SA ESP para el período comprendido entre 01 de enero de 2023 al 31 de diciembre de 2037
19,CP-HLAC2022-002,HLAC,ELECTROHUILA,25/10/2022,01/01/2023 al 31/12/2037,25/10/2022,10/11/2022,12/12/2022,23/12/2022,12/01/2023,Cerrada y adjudicada,,,,26/01/2023,CP-HLAC2022-002/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2022-002-PROD04,979.02,0.0,0.0,01/01/2023,31/12/2037,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA SA ESP para el período comprendido entre 01 de enero de 2023 al 31 de diciembre de 2037
20,CP-HLAC2022-002,HLAC,ELECTROHUILA,25/10/2022,01/01/2023 al 31/12/2037,25/10/2022,10/11/2022,12/12/2022,23/12/2022,12/01/2023,Cerrada y adjudicada,,,,26/01/2023,CP-HLAC2022-002/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2022-002-PROD05,1412.04,0.0,0.0,01/01/2023,31/12/2037,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA SA ESP para el período comprendido entre 01 de enero de 2023 al 31 de diciembre de 2037
21,CP-EDPC2022-004,EDPC,DISPAC,25/10/2022,01/02/2023 al 31/12/2032,25/10/2022,17/11/2022,19/12/2022,28/12/2022,18/01/2023,Cerrada y adjudicada,,,,03/02/2023,CP-EDPC2022-004/DISPAC/EDPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDPC2022-004-PROD01,85.93,0.0,0.0,01/02/2023,31/12/2032,"Suministro de energía y potencia para el producto 1 despacho FNCER vigencia 2023-2032, producto 2 y 3 despacho de energía y potencia vigencias 2023-2025"
22,CP-EDPC2022-004,EDPC,DISPAC,25/10/2022,01/02/2023 al 31/12/2032,25/10/2022,17/11/2022,19/12/2022,28/12/2022,18/01/2023,Cerrada y adjudicada,,,,03/02/2023,CP-EDPC2022-004/DISPAC/EDPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDPC2022-004-PROD02,40.08,0.0,0.0,01/02/2023,31/12/2032,"Suministro de energía y potencia para el producto 1 despacho FNCER vigencia 2023-2032, producto 2 y 3 despacho de energía y potencia vigencias 2023-2025"
23,CP-EDPC2022-004,EDPC,DISPAC,25/10/2022,01/02/2023 al 31/12/2032,25/10/2022,17/11/2022,19/12/2022,28/12/2022,18/01/2023,Cerrada y adjudicada,,,,03/02/2023,CP-EDPC2022-004/DISPAC/EDPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDPC2022-004-PROD03,43.92,25.68,302.3,01/02/2023,31/12/2032,"Suministro de energía y potencia para el producto 1 despacho FNCER vigencia 2023-2032, producto 2 y 3 despacho de energía y potencia vigencias 2023-2025"
24,CP-EDPC2022-004,EDPC,DISPAC,25/10/2022,01/02/2023 al 31/12/2032,25/10/2022,17/11/2022,19/12/2022,28/12/2022,18/01/2023,Cerrada y adjudicada,,,,03/02/2023,CP-EDPC2022-004/DISPAC/EDPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDPC2022-004-PROD04,43.8,43.8,290.22,01/02/2023,31/12/2032,"Suministro de energía y potencia para el producto 1 despacho FNCER vigencia 2023-2032, producto 2 y 3 despacho de energía y potencia vigencias 2023-2025"
25,CP-EDPC2022-004,EDPC,DISPAC,25/10/2022,01/02/2023 al 31/12/2032,25/10/2022,17/11/2022,19/12/2022,28/12/2022,18/01/2023,Cerrada y adjudicada,,,,03/02/2023,CP-EDPC2022-004/DISPAC/EDPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDPC2022-004-PROD05,33.47,0.0,0.0,01/02/2023,31/12/2032,"Suministro de energía y potencia para el producto 1 despacho FNCER vigencia 2023-2032, producto 2 y 3 despacho de energía y potencia vigencias 2023-2025"
26,CP-EDPC2022-004,EDPC,DISPAC,25/10/2022,01/02/2023 al 31/12/2032,25/10/2022,17/11/2022,19/12/2022,28/12/2022,18/01/2023,Cerrada y adjudicada,,,,03/02/2023,CP-EDPC2022-004/DISPAC/EDPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDPC2022-004-PROD06,36.31,0.0,0.0,01/02/2023,31/12/2032,"Suministro de energía y potencia para el producto 1 despacho FNCER vigencia 2023-2032, producto 2 y 3 despacho de energía y potencia vigencias 2023-2025"
27,CP-EDPC2022-004,EDPC,DISPAC,25/10/2022,01/02/2023 al 31/12/2032,25/10/2022,17/11/2022,19/12/2022,28/12/2022,18/01/2023,Cerrada y adjudicada,,,,03/02/2023,CP-EDPC2022-004/DISPAC/EDPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDPC2022-004-PROD07,36.82,0.0,0.0,01/02/2023,31/12/2032,"Suministro de energía y potencia para el producto 1 despacho FNCER vigencia 2023-2032, producto 2 y 3 despacho de energía y potencia vigencias 2023-2025"
28,CP-CASC2022-002,CASC,ENERCA,28/09/2022,01/01/2023 al 31/12/2032,28/09/2022,11/10/2022,10/11/2022,24/11/2022,14/12/2022,Cerrada y adjudicada,,,,10/01/2023,CP-CASC2022-002/ENERCA/CASC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CASC2022-002-PROD01,15320.66,0.0,0.0,01/01/2023,31/12/2032,"La EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P., invita a los interesados a presentar oferta para el suministro de energía y potencia eléctrica entre el periodo comprendido entre el 01 de enero de 2023 al 31 de Diciembre de 2032. Teniendo en cuenta los productos que se definen en este pliego."
29,CP-CASC2022-002,CASC,ENERCA,28/09/2022,01/01/2023 al 31/12/2032,28/09/2022,11/10/2022,10/11/2022,24/11/2022,14/12/2022,Cerrada y adjudicada,,,,10/01/2023,CP-CASC2022-002/ENERCA/CASC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CASC2022-002-PROD02,675.12,675.12,295.3,01/01/2023,31/12/2032,"La EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P., invita a los interesados a presentar oferta para el suministro de energía y potencia eléctrica entre el periodo comprendido entre el 01 de enero de 2023 al 31 de Diciembre de 2032. Teniendo en cuenta los productos que se definen en este pliego."
30,CP-CASC2022-002,CASC,ENERCA,28/09/2022,01/01/2023 al 31/12/2032,28/09/2022,11/10/2022,10/11/2022,24/11/2022,14/12/2022,Cerrada y adjudicada,,,,10/01/2023,CP-CASC2022-002/ENERCA/CASC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CASC2022-002-PROD03,937.43,820.26,239.02,01/01/2023,31/12/2032,"La EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P., invita a los interesados a presentar oferta para el suministro de energía y potencia eléctrica entre el periodo comprendido entre el 01 de enero de 2023 al 31 de Diciembre de 2032. Teniendo en cuenta los productos que se definen en este pliego."
31,CP-CASC2022-002,CASC,ENERCA,28/09/2022,01/01/2023 al 31/12/2032,28/09/2022,11/10/2022,10/11/2022,24/11/2022,14/12/2022,Cerrada y adjudicada,,,,10/01/2023,CP-CASC2022-002/ENERCA/CASC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CASC2022-002-PROD04,181.44,181.44,250.79,01/01/2023,31/12/2032,"La EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P., invita a los interesados a presentar oferta para el suministro de energía y potencia eléctrica entre el periodo comprendido entre el 01 de enero de 2023 al 31 de Diciembre de 2032. Teniendo en cuenta los productos que se definen en este pliego."
32,CP-EMIC2022-002,EMIC,EMCALI,07/09/2022,01/01/2023 al 31/12/2036,08/09/2022,29/09/2022,29/10/2022,11/11/2022,05/12/2022,Cerrada y adjudicada,,,,02/01/2023,CP-EMIC2022-002/EMCALI/EMIC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EMIC2022-002-PROD01,1680.0,253.64,270.0,01/01/2023,31/12/2036,"EMCALI EICE ESP, requiere el suministro de energía eléctrica y potencia para atender la demanda del mercado regulado, en el periodo comprendido entre el 1 de enero del 2023 al 31 de diciembre del 2036."
33,CP-EMIC2022-002,EMIC,EMCALI,07/09/2022,01/01/2023 al 31/12/2036,08/09/2022,29/09/2022,29/10/2022,11/11/2022,05/12/2022,Cerrada y adjudicada,,,,02/01/2023,CP-EMIC2022-002/EMCALI/EMIC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EMIC2022-002-PROD02,203.32,0.0,0.0,01/01/2023,31/12/2036,"EMCALI EICE ESP, requiere el suministro de energía eléctrica y potencia para atender la demanda del mercado regulado, en el periodo comprendido entre el 1 de enero del 2023 al 31 de diciembre del 2036."
34,CP-EMIC2022-002,EMIC,EMCALI,07/09/2022,01/01/2023 al 31/12/2036,08/09/2022,29/09/2022,29/10/2022,11/11/2022,05/12/2022,Cerrada y adjudicada,,,,02/01/2023,CP-EMIC2022-002/EMCALI/EMIC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EMIC2022-002-PROD03,288.17,0.0,0.0,01/01/2023,31/12/2036,"EMCALI EICE ESP, requiere el suministro de energía eléctrica y potencia para atender la demanda del mercado regulado, en el periodo comprendido entre el 1 de enero del 2023 al 31 de diciembre del 2036."
35,CP-EMIC2022-002,EMIC,EMCALI,07/09/2022,01/01/2023 al 31/12/2036,08/09/2022,29/09/2022,29/10/2022,11/11/2022,05/12/2022,Cerrada y adjudicada,,,,02/01/2023,CP-EMIC2022-002/EMCALI/EMIC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EMIC2022-002-PROD04,200.0,0.0,0.0,01/01/2023,31/12/2036,"EMCALI EICE ESP, requiere el suministro de energía eléctrica y potencia para atender la demanda del mercado regulado, en el periodo comprendido entre el 1 de enero del 2023 al 31 de diciembre del 2036."
36,CP-EMIC2022-002,EMIC,EMCALI,07/09/2022,01/01/2023 al 31/12/2036,08/09/2022,29/09/2022,29/10/2022,11/11/2022,05/12/2022,Cerrada y adjudicada,,,,02/01/2023,CP-EMIC2022-002/EMCALI/EMIC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EMIC2022-002-PROD05,300.0,90.0,264.67,01/01/2023,31/12/2036,"EMCALI EICE ESP, requiere el suministro de energía eléctrica y potencia para atender la demanda del mercado regulado, en el periodo comprendido entre el 1 de enero del 2023 al 31 de diciembre del 2036."
37,CP-EDQC2022-002,EDQC,EDEQ,02/09/2022,01/01/2023 al 31/12/2023,05/09/2022,30/09/2022,02/11/2022,17/11/2022,07/12/2022,Cerrada y adjudicada,26/09/2022,,,20/12/2022,CP-EDQC2022-002/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2022-002-PROD01,25.9,25.9,281.5,01/01/2023,31/12/2023,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de enero de 2023 y el 31 de diciembre de 2023."
38,CP-EPTC2022-002,EPTC,PUTUMAYO,26/08/2022,01/01/2023 al 31/12/2023,26/08/2022,16/09/2022,14/10/2022,27/10/2022,17/11/2022,Cerrada y adjudicada,,,,22/11/2022,CP-EPTC2022-002/PUTUMAYO/EPTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EPTC2022-002-PROD01,46.58,36.9,312.0,01/01/2023,31/12/2023,"EMPRESA DE ENERGIA DEL PUTUMAYO S.A E.S.P., solicita propuesta para contratar el suministro de energía y potencia para atender su Mercado Regulado. Se recibirán ofertas en la modalidad pague lo contratado , a partir del 1 de enero de 2023 al 31 de diciembre de 2023."
39,CP-EEPC2022-002,EEPC,EEP,19/08/2022,01/01/2023 al 31/12/2037,19/08/2022,09/09/2022,07/10/2022,21/10/2022,11/11/2022,Cerrada y adjudicada,,,,15/11/2022,CP-EEPC2022-002/EEP/EEPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EEPC2022-002-PROD01,,,,01/01/2023,31/12/2037,"EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2023 al 31 de diciembre del año 2037, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
40,CP-EEPC2022-002,EEPC,EEP,19/08/2022,01/01/2023 al 31/12/2037,19/08/2022,09/09/2022,07/10/2022,21/10/2022,11/11/2022,Cerrada y adjudicada,,,,15/11/2022,CP-EEPC2022-002/EEP/EEPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EEPC2022-002-PROD02,,,,01/01/2023,31/12/2037,"EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2023 al 31 de diciembre del año 2037, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
41,CP-EEPC2022-002,EEPC,EEP,19/08/2022,01/01/2023 al 31/12/2037,19/08/2022,09/09/2022,07/10/2022,21/10/2022,11/11/2022,Cerrada y adjudicada,,,,15/11/2022,CP-EEPC2022-002/EEP/EEPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EEPC2022-002-PROD03,414.21,414.21,248.45,01/01/2023,31/12/2037,"EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2023 al 31 de diciembre del año 2037, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
42,CP-RTQC2022-003,RTQC,RUITOQUE,19/08/2022,01/01/2023 al 31/12/2027,22/08/2022,12/09/2022,24/10/2022,03/11/2022,28/11/2022,Cerrada y adjudicada,06/10/2022,,,13/12/2022,CP-RTQC2022-003/RUITOQUE/RTQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-RTQC2022-003-PROD01,57.84,57.84,264.33,01/01/2023,31/12/2027,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de enero de 2023 al 31 de diciembre de 2027.
43,CP-RTQC2022-003,RTQC,RUITOQUE,19/08/2022,01/01/2023 al 31/12/2027,22/08/2022,12/09/2022,24/10/2022,03/11/2022,28/11/2022,Cerrada y adjudicada,06/10/2022,,,13/12/2022,CP-RTQC2022-003/RUITOQUE/RTQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-RTQC2022-003-PROD02,23.7,8.5,275.31,01/01/2023,31/12/2027,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de enero de 2023 al 31 de diciembre de 2027.
44,CP-EPMC2022-002,EPMC,EPM,19/08/2022,01/01/2023 al 31/12/2028,24/08/2022,28/09/2022,27/10/2022,10/11/2022,02/12/2022,Cerrada y adjudicada,14/09/2022,,,19/12/2022,CP-EPMC2022-002/EPM/EPMC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EPMC2022-002-PROD01,,,,01/01/2023,31/12/2028,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de Empresas Públicas de Medellín E.S.P., incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2023 al 31 de diciembre de 2028."
